,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Target
848705,28/7/2008,02:29:00,0.946,0.218,239.72,4.0,12.0
419597,4/10/2007,02:41:00,0.324,0.078,240.95,1.4,0.0
1348747,10/7/2009,08:31:00,3.584,0.0,241.5,14.8,57.0
531312,20/12/2007,16:36:00,1.444,0.098,247.01,5.8,19.0
337600,8/8/2007,04:04:00,0.104,0.0,233.95,0.4,0.0
1964112,10/9/2010,16:36:00,0.334,0.182,241.97,1.6,1.0
203823,7/5/2007,06:27:00,0.122,0.0,237.71,0.6,0.0
1999688,5/10/2010,09:32:00,1.358,0.0,236.88,5.6,18.0
1089345,11/1/2009,05:09:00,0.256,0.0,249.96,1.2,0.0
1424199,31/8/2009,18:03:00,0.33,0.076,240.22,1.6,1.0
1281148,24/5/2009,09:52:00,1.77,0.092,239.23,7.4,19.0
1207004,2/4/2009,22:08:00,3.176,0.154,239.72,13.2,38.0
1400692,15/8/2009,10:16:00,0.25,0.154,242.16,1.2,1.0
1407640,20/8/2009,06:04:00,1.36,0.2,238.77,5.8,19.0
321747,28/7/2007,03:51:00,0.126,0.0,239.1,0.6,0.0
1560162,4/12/2009,04:06:00,0.328,0.0,246.77,1.6,1.0
849507,28/7/2008,15:51:00,0.592,0.254,240.81,2.8,2.0
2055976,13/11/2010,11:40:00,1.642,0.06,237.86,6.8,17.0
310736,20/7/2007,12:20:00,0.326,0.118,235.93,1.6,0.0
1097015,16/1/2009,12:59:00,0.432,0.206,241.22,2.0,1.0
1373257,27/7/2009,09:01:00,0.234,0.132,242.97,1.0,3.0
976926,25/10/2008,03:30:00,0.262,0.066,244.44,1.2,0.0
1276798,21/5/2009,09:22:00,2.386,0.078,237.5,10.0,18.0
166401,11/4/2007,06:45:00,0.38,0.208,240.58,1.8,1.0
209278,11/5/2007,01:22:00,0.36,0.3,233.84,2.0,2.0
685787,5/4/2008,23:11:00,0.864,0.0,243.68,3.8,1.0
1901128,28/7/2010,22:52:00,0.328,0.224,242.19,1.6,0.0
483286,17/11/2007,08:10:00,1.822,0.088,242.14,7.4,18.0
1636291,26/1/2010,00:55:00,1.592,0.194,240.44,6.6,18.0
1342450,5/7/2009,23:34:00,0.35,0.29,241.67,2.0,0.0
1859828,30/6/2010,06:32:00,0.256,0.098,240.75,1.2,1.0
462434,2/11/2007,20:38:00,1.418,0.198,236.24,6.0,19.0
816886,6/7/2008,00:10:00,0.428,0.078,243.36,2.0,1.0
1488747,15/10/2009,13:51:00,0.222,0.048,240.48,0.8,0.0
1254862,6/5/2009,03:46:00,0.36,0.092,241.35,1.6,1.0
1047576,13/12/2008,05:00:00,0.29,0.054,244.04,1.2,0.0
543229,28/12/2007,23:13:00,3.25,0.104,241.85,13.4,19.0
1634729,24/1/2010,22:53:00,0.488,0.0,241.97,2.0,0.0
59833,27/1/2007,06:37:00,0.324,0.142,244.93,1.4,0.0
1732688,2/4/2010,23:32:00,0.372,0.0,246.66,1.4,1.0
1809967,26/5/2010,15:31:00,0.294,0.124,241.44,1.4,0.0
1788251,11/5/2010,13:35:00,0.442,0.0,243.44,1.8,0.0
974497,23/10/2008,11:01:00,1.462,0.194,240.25,6.0,18.0
1151038,23/2/2009,01:22:00,1.308,0.0,242.64,5.4,0.0
1432788,6/9/2009,17:12:00,0.252,0.08,244.12,1.2,2.0
1072441,30/12/2008,11:25:00,0.386,0.198,243.49,1.8,0.0
1298688,5/6/2009,14:12:00,1.364,0.194,234.28,5.8,19.0
1989520,28/9/2010,08:04:00,0.218,0.0,241.18,1.0,0.0
653346,14/3/2008,10:30:00,2.47,0.3,237.59,10.6,17.0
1013783,19/11/2008,17:47:00,1.296,0.186,238.69,5.4,0.0
315696,23/7/2007,23:00:00,0.116,0.0,235.86,0.6,0.0
774488,6/6/2008,13:32:00,0.422,0.0,239.48,2.2,4.0
1205585,1/4/2009,22:29:00,1.532,0.104,242.97,6.2,18.0
195602,1/5/2007,13:26:00,0.392,0.274,237.28,2.0,2.0
340066,9/8/2007,21:10:00,0.102,0.0,235.86,0.4,0.0
1266970,14/5/2009,13:34:00,0.392,0.206,239.93,1.8,0.0
1358966,17/7/2009,10:50:00,1.312,0.102,240.75,5.4,19.0
1542074,21/11/2009,14:38:00,0.808,0.14,240.62,3.4,11.0
1563638,6/12/2009,14:02:00,3.206,0.236,240.83,13.2,37.0
928207,21/9/2008,07:31:00,0.37,0.168,241.29,2.0,0.0
855625,1/8/2008,21:49:00,0.218,0.102,238.2,1.0,1.0
212467,13/5/2007,06:31:00,0.818,0.0,239.34,3.4,0.0
1446437,16/9/2009,04:41:00,0.188,0.0,243.05,0.8,0.0
960599,13/10/2008,19:23:00,1.502,0.268,234.71,6.4,3.0
127710,15/3/2007,09:54:00,1.582,0.218,238.7,6.6,18.0
1855967,27/6/2010,14:11:00,1.618,0.278,239.64,6.8,20.0
166185,11/4/2007,03:09:00,0.302,0.106,240.9,1.2,2.0
695219,12/4/2008,12:23:00,1.836,0.234,241.5,7.6,19.0
595088,2/2/2008,23:32:00,3.046,0.0,242.1,12.6,18.0
897269,30/8/2008,19:53:00,0.382,0.0,242.54,1.4,0.0
752747,22/5/2008,11:11:00,0.31,0.248,239.84,1.6,2.0
736431,11/5/2008,03:15:00,0.568,0.304,238.67,2.6,2.0
1611791,9/1/2010,00:35:00,0.248,0.0,246.76,1.0,1.0
1682585,27/2/2010,04:29:00,0.362,0.088,245.31,1.4,1.0
1340446,4/7/2009,14:10:00,2.17,0.312,236.7,9.2,29.0
1093102,13/1/2009,19:46:00,1.766,0.082,242.87,7.2,0.0
62032,28/1/2007,19:16:00,2.096,0.34,235.39,9.0,19.0
735493,10/5/2008,11:37:00,0.626,0.306,239.64,3.0,2.0
1600217,31/12/2009,23:41:00,1.622,0.0,240.42,6.6,18.0
1612165,9/1/2010,06:49:00,1.616,0.114,246.71,6.4,20.0
1267964,15/5/2009,06:08:00,0.436,0.214,242.54,2.0,3.0
1463843,28/9/2009,06:47:00,2.71,0.0,239.3,11.6,18.0
1371966,26/7/2009,11:30:00,0.146,0.0,240.97,0.6,1.0
874891,15/8/2008,06:55:00,0.082,0.0,243.45,0.2,1.0
173371,16/4/2007,02:55:00,0.234,0.138,241.49,1.2,0.0
1324844,23/6/2009,18:08:00,0.156,0.0,240.55,0.6,1.0
1277973,22/5/2009,04:57:00,0.43,0.254,243.74,2.0,2.0
2044905,5/11/2010,19:09:00,1.498,0.0,236.69,6.2,1.0
1610758,8/1/2010,07:22:00,4.168,0.272,239.83,17.4,18.0
774432,6/6/2008,12:36:00,0.528,0.404,237.87,2.8,0.0
1633336,23/1/2010,23:40:00,1.486,0.07,243.62,6.0,19.0
1316473,17/6/2009,22:37:00,1.036,0.102,242.31,4.2,0.0
318364,25/7/2007,19:28:00,0.126,0.0,237.14,0.6,0.0
2002636,7/10/2010,10:40:00,0.412,0.18,243.11,1.8,1.0
1383802,3/8/2009,16:46:00,0.392,0.14,243.36,2.2,2.0
269461,21/6/2007,20:25:00,0.284,0.138,243.43,1.4,1.0
162557,8/4/2007,14:41:00,1.294,0.0,241.59,5.2,18.0
2008833,11/10/2010,17:57:00,0.378,0.072,241.75,1.6,0.0
426875,9/10/2007,03:59:00,0.222,0.0,241.52,1.0,0.0
921327,16/9/2008,12:51:00,1.616,0.196,241.53,6.6,19.0
1436666,9/9/2009,09:50:00,1.232,0.0,243.02,5.0,19.0
1013095,19/11/2008,06:19:00,0.364,0.076,245.69,1.6,1.0
141911,25/3/2007,06:35:00,3.094,0.064,240.31,12.8,2.0
1537328,18/11/2009,07:32:00,1.994,0.06,239.81,8.2,18.0
642182,6/3/2008,16:26:00,1.398,0.126,241.01,5.8,0.0
767966,2/6/2008,00:50:00,0.416,0.33,239.61,2.2,3.0
1734937,4/4/2010,13:01:00,1.566,0.09,239.51,6.4,19.0
551661,3/1/2008,19:45:00,3.776,0.318,235.58,16.2,17.0
782763,12/6/2008,07:27:00,1.448,0.222,242.14,6.0,22.0
1754927,18/4/2010,10:11:00,0.402,0.154,238.44,1.8,2.0
1314590,16/6/2009,15:14:00,0.14,0.0,241.99,0.6,0.0
2034022,29/10/2010,05:46:00,0.516,0.366,247.62,2.4,1.0
1340649,4/7/2009,17:33:00,1.58,0.372,239.07,6.8,20.0
1828587,8/6/2010,13:51:00,1.616,0.166,238.87,6.8,19.0
45960,17/1/2007,15:24:00,4.262,0.112,241.61,17.6,55.0
1505772,27/10/2009,09:36:00,1.362,0.076,241.11,5.6,18.0
1615232,11/1/2010,09:56:00,1.402,0.0,242.24,5.8,19.0
264922,18/6/2007,16:46:00,0.17,0.108,240.96,0.8,0.0
1917336,9/8/2010,05:00:00,0.244,0.108,240.95,1.0,1.0
1973017,16/9/2010,21:01:00,2.492,0.134,237.7,10.6,13.0
1627985,20/1/2010,06:29:00,0.374,0.126,244.54,1.6,0.0
746482,18/5/2008,02:46:00,0.386,0.344,239.0,2.0,2.0
1838887,15/6/2010,17:31:00,0.17,0.0,239.22,0.8,0.0
39816,13/1/2007,09:00:00,4.178,0.142,236.57,17.6,59.0
1671402,19/2/2010,10:06:00,1.782,0.068,241.42,7.4,18.0
806871,29/6/2008,01:15:00,1.472,0.084,239.57,6.2,19.0
708539,21/4/2008,18:23:00,0.256,0.0,242.98,1.0,0.0
1627340,19/1/2010,19:44:00,3.906,0.256,237.74,17.2,37.0
1701324,12/3/2010,04:48:00,0.322,0.106,244.52,1.4,1.0
25806,3/1/2007,15:30:00,0.354,0.222,246.54,1.8,0.0
1021996,25/11/2008,10:40:00,1.298,0.064,239.31,5.4,18.0
1109023,24/1/2009,21:07:00,1.778,0.078,243.9,7.2,0.0
162036,8/4/2007,06:00:00,0.798,0.098,240.32,3.4,2.0
1440821,12/9/2009,07:05:00,2.382,0.164,238.55,10.4,18.0
613303,15/2/2008,15:07:00,1.426,0.096,245.61,5.8,19.0
1027834,29/11/2008,11:58:00,0.316,0.064,241.26,1.4,0.0
1395761,12/8/2009,00:05:00,0.234,0.148,243.25,1.0,3.0
319687,26/7/2007,17:31:00,0.222,0.12,237.88,1.0,0.0
923943,18/9/2008,08:27:00,1.882,0.09,236.76,7.8,29.0
1993487,1/10/2010,02:11:00,0.43,0.194,242.24,1.8,2.0
908559,7/9/2008,16:03:00,3.586,0.088,237.66,15.0,56.0
1154550,25/2/2009,11:54:00,1.336,0.056,238.99,5.6,17.0
1431840,6/9/2009,01:24:00,0.274,0.1,242.21,1.2,1.0
480025,15/11/2007,01:49:00,0.214,0.054,237.8,1.0,0.0
1338241,3/7/2009,01:25:00,0.134,0.0,242.45,0.6,1.0
1065157,25/12/2008,10:01:00,1.862,0.126,238.48,8.0,18.0
1926789,15/8/2010,18:33:00,1.808,0.31,241.41,7.6,19.0
1912868,6/8/2010,02:32:00,0.156,0.0,241.73,0.6,0.0
1169926,8/3/2009,04:10:00,0.394,0.228,245.27,1.8,2.0
1307067,11/6/2009,09:51:00,1.45,0.08,236.47,6.0,18.0
1274111,19/5/2009,12:35:00,1.402,0.092,239.69,5.8,19.0
469365,7/11/2007,16:09:00,0.304,0.094,244.41,1.2,0.0
535210,23/12/2007,09:34:00,1.59,0.342,244.16,6.6,21.0
209041,10/5/2007,21:25:00,1.63,0.118,234.3,7.0,1.0
1660291,11/2/2010,16:55:00,0.612,0.0,246.81,2.4,0.0
680344,2/4/2008,04:28:00,0.234,0.0,243.58,1.0,0.0
1159927,1/3/2009,05:31:00,0.26,0.056,242.7,1.2,0.0
1992146,30/9/2010,03:50:00,0.424,0.072,243.73,1.8,1.0
712609,24/4/2008,14:13:00,0.338,0.11,243.92,1.4,2.0
1122374,3/2/2009,03:38:00,0.23,0.0,246.57,1.0,0.0
349814,16/8/2007,15:38:00,0.18,0.104,239.25,0.8,0.0
466595,5/11/2007,17:59:00,1.866,0.238,234.69,8.0,0.0
961054,14/10/2008,02:58:00,0.408,0.204,242.62,1.8,2.0
1607491,6/1/2010,00:55:00,0.246,0.0,245.21,1.0,1.0
880153,18/8/2008,22:37:00,0.264,0.276,241.46,1.4,3.0
731822,7/5/2008,22:26:00,1.234,0.13,242.48,5.0,1.0
1244807,29/4/2009,04:11:00,0.392,0.088,241.24,1.6,1.0
1345998,8/7/2009,10:42:00,1.384,0.12,241.5,5.6,19.0
1644700,31/1/2010,21:04:00,2.524,0.28,238.21,10.6,21.0
729183,6/5/2008,02:27:00,0.346,0.118,240.27,1.4,1.0
508063,4/12/2007,13:07:00,1.846,0.092,240.87,7.8,17.0
1840954,17/6/2010,03:58:00,0.292,0.11,239.82,1.2,2.0
1462420,27/9/2009,07:04:00,0.224,0.122,242.37,1.0,1.0
459527,31/10/2007,20:11:00,0.202,0.0,239.83,0.8,0.0
182870,22/4/2007,17:14:00,1.634,0.33,239.86,7.0,20.0
1354593,14/7/2009,09:57:00,0.298,0.254,241.66,1.6,3.0
720177,29/4/2008,20:21:00,1.132,0.104,238.22,4.8,2.0
981028,27/10/2008,23:52:00,0.21,0.05,244.33,0.8,0.0
111397,4/3/2007,02:01:00,0.4,0.24,240.59,1.8,2.0
1410402,22/8/2009,04:06:00,1.228,0.0,242.62,5.0,19.0
403545,22/9/2007,23:09:00,0.342,0.296,244.73,1.8,2.0
1772219,30/4/2010,10:23:00,1.78,0.0,242.21,7.4,22.0
1488421,15/10/2009,08:25:00,1.644,0.062,238.14,6.8,18.0
133399,19/3/2007,08:43:00,1.824,0.052,239.65,7.6,18.0
2004363,8/10/2010,15:27:00,0.512,0.0,242.72,2.2,0.0
192591,29/4/2007,11:15:00,0.218,0.0,241.18,1.0,0.0
707164,20/4/2008,19:28:00,3.428,0.074,239.41,14.8,29.0
470513,8/11/2007,11:17:00,1.672,0.188,237.48,7.2,19.0
463155,3/11/2007,08:39:00,1.288,0.0,242.15,5.2,18.0
1555691,1/12/2009,01:35:00,0.32,0.0,244.74,1.4,1.0
1329731,27/6/2009,03:35:00,0.322,0.214,244.14,1.6,0.0
1101477,19/1/2009,15:21:00,0.324,0.12,246.41,1.4,0.0
838020,20/7/2008,16:24:00,0.238,0.092,239.85,1.0,0.0
236006,29/5/2007,14:50:00,0.286,0.058,233.84,1.2,0.0
1573044,13/12/2009,02:48:00,0.276,0.0,250.5,1.2,1.0
2053640,11/11/2010,20:44:00,1.224,0.0,234.98,5.2,0.0
1241204,26/4/2009,16:08:00,0.532,0.126,243.04,2.2,1.0
203058,6/5/2007,17:42:00,0.578,0.072,236.26,2.4,0.0
392436,15/9/2007,06:00:00,0.27,0.12,239.84,1.2,0.0
1851187,24/6/2010,06:31:00,0.202,0.0,240.06,0.8,0.0
1936634,22/8/2010,14:38:00,0.218,0.0,241.18,1.0,0.0
167321,11/4/2007,22:05:00,0.316,0.118,241.17,1.4,0.0
1183765,17/3/2009,18:49:00,0.322,0.142,240.17,1.4,0.0
1841296,17/6/2010,09:40:00,0.284,0.106,243.6,1.2,0.0
1034545,4/12/2008,03:49:00,0.276,0.064,244.77,1.2,0.0
589568,30/1/2008,03:32:00,0.394,0.0,245.22,1.8,0.0
1226044,16/4/2009,03:28:00,0.42,0.122,240.71,1.8,1.0
159810,6/4/2007,16:54:00,1.466,0.0,239.23,6.0,18.0
1394060,10/8/2009,19:44:00,2.1,0.394,239.81,9.2,23.0
1028335,29/11/2008,20:19:00,2.348,0.242,239.66,9.8,1.0
172809,15/4/2007,17:33:00,0.31,0.23,239.43,1.6,0.0
895659,29/8/2008,17:03:00,0.08,0.0,241.32,0.2,1.0
487507,20/11/2007,06:31:00,0.3,0.072,244.26,1.2,0.0
1033838,3/12/2008,16:02:00,0.664,0.146,244.63,2.8,0.0
1893130,23/7/2010,09:34:00,1.382,0.216,238.53,5.8,20.0
570317,16/1/2008,18:41:00,1.416,0.0,233.44,6.0,0.0
1530634,13/11/2009,15:58:00,1.108,0.098,242.46,5.0,9.0
1241301,26/4/2009,17:45:00,0.788,0.126,242.03,3.4,1.0
1685390,1/3/2010,03:14:00,0.318,0.076,243.55,1.2,1.0
932001,23/9/2008,22:45:00,1.496,0.0,239.13,6.2,18.0
58869,26/1/2007,14:33:00,1.704,0.268,246.74,7.0,19.0
1224523,15/4/2009,02:07:00,0.45,0.0,242.63,2.0,1.0
1650153,4/2/2010,15:57:00,1.53,0.224,243.97,6.2,20.0
58505,26/1/2007,08:29:00,0.282,0.106,243.69,1.2,0.0
1623908,17/1/2010,10:32:00,0.48,0.256,242.1,2.2,1.0
791622,18/6/2008,11:06:00,1.538,0.478,236.95,6.8,21.0
1129137,7/2/2009,20:21:00,5.024,0.196,235.65,21.2,54.0
456543,29/10/2007,18:27:00,0.2,0.0,238.87,0.8,0.0
1663378,13/2/2010,20:22:00,1.696,0.168,242.26,7.0,18.0
1837755,14/6/2010,22:39:00,1.324,0.172,242.25,5.4,11.0
495836,26/11/2007,01:20:00,0.292,0.0,245.08,1.4,0.0
457239,30/10/2007,06:03:00,0.304,0.102,240.28,1.2,0.0
948092,5/10/2008,02:56:00,0.416,0.0,238.12,1.8,1.0
509015,5/12/2007,04:59:00,0.402,0.0,244.02,1.8,0.0
685740,5/4/2008,22:24:00,0.868,0.0,243.64,3.6,2.0
135669,20/3/2007,22:33:00,3.894,0.228,234.59,16.6,58.0
1161179,2/3/2009,02:23:00,0.414,0.16,244.6,1.8,0.0
766442,31/5/2008,23:26:00,1.292,0.208,243.02,5.4,1.0
805001,27/6/2008,18:05:00,0.502,0.064,239.63,2.2,2.0
215708,15/5/2007,12:32:00,0.304,0.0,235.93,1.4,0.0
1290833,31/5/2009,03:17:00,0.256,0.158,242.73,1.4,2.0
702585,17/4/2008,15:09:00,0.366,0.128,244.82,1.6,0.0
1597031,29/12/2009,18:35:00,2.976,0.072,241.56,12.2,19.0
384186,9/9/2007,12:30:00,1.604,0.364,233.86,7.0,18.0
1483171,11/10/2009,16:55:00,0.388,0.0,239.52,1.6,0.0
986953,1/11/2008,02:37:00,0.432,0.0,245.78,2.0,0.0
1231912,20/4/2009,05:16:00,0.26,0.0,243.41,1.0,1.0
305671,16/7/2007,23:55:00,0.13,0.0,237.46,0.6,0.0
685964,6/4/2008,02:08:00,0.352,0.11,242.34,1.4,2.0
1280425,23/5/2009,21:49:00,0.578,0.146,239.33,2.4,1.0
150423,31/3/2007,04:27:00,2.46,0.122,238.47,10.2,0.0
1245458,29/4/2009,15:02:00,0.508,0.0,244.53,2.0,1.0
1703957,14/3/2010,00:41:00,1.972,0.11,242.51,8.2,19.0
1266360,14/5/2009,03:24:00,0.234,0.0,241.8,1.0,1.0
100403,24/2/2007,10:47:00,0.31,0.108,237.6,1.4,0.0
6657,21/12/2006,08:21:00,0.99,0.304,238.9,4.4,1.0
1563740,6/12/2009,15:44:00,2.014,0.208,243.12,8.2,19.0
1278095,22/5/2009,06:59:00,2.458,0.084,239.4,11.4,20.0
875382,15/8/2008,15:06:00,0.17,0.142,241.83,0.8,1.0
562166,11/1/2008,02:50:00,0.41,0.232,247.04,1.8,0.0
219229,17/5/2007,23:13:00,1.578,0.056,235.2,6.8,18.0
452683,27/10/2007,02:07:00,0.398,0.0,240.27,2.0,0.0
824972,11/7/2008,14:56:00,0.292,0.138,240.94,1.4,1.0
1312318,15/6/2009,01:22:00,0.218,0.0,241.18,1.0,0.0
309965,19/7/2007,23:29:00,0.492,0.0,235.66,2.0,0.0
748624,19/5/2008,14:28:00,0.266,0.138,240.02,1.2,1.0
1778044,4/5/2010,11:28:00,1.396,0.168,234.35,6.0,19.0
1793649,15/5/2010,07:33:00,1.798,0.132,240.35,7.4,19.0
1184035,17/3/2009,23:19:00,0.7,0.1,245.33,2.8,0.0
530053,19/12/2007,19:37:00,3.664,0.068,237.05,15.4,0.0
1455583,22/9/2009,13:07:00,1.35,0.36,238.53,5.8,14.0
548909,1/1/2008,21:53:00,0.866,0.12,242.46,3.6,1.0
1597906,30/12/2009,09:10:00,3.006,0.082,236.75,12.6,21.0
1967342,12/9/2010,22:26:00,1.276,0.15,242.41,5.2,1.0
1341912,5/7/2009,14:36:00,0.468,0.06,241.92,2.0,2.0
2046517,6/11/2010,22:01:00,0.43,0.186,237.56,2.0,2.0
1240894,26/4/2009,10:58:00,1.664,0.348,239.12,7.0,22.0
1198345,27/3/2009,21:49:00,2.538,0.094,239.04,10.6,18.0
907320,6/9/2008,19:24:00,1.742,0.41,237.44,7.4,18.0
263144,17/6/2007,11:08:00,1.554,0.174,237.26,6.6,18.0
1738793,7/4/2010,05:17:00,0.398,0.204,241.18,1.8,2.0
1323650,22/6/2009,22:14:00,1.294,0.14,238.16,5.4,1.0
339679,9/8/2007,14:43:00,0.102,0.0,233.72,0.4,0.0
89600,16/2/2007,22:44:00,1.694,0.0,240.26,7.0,17.0
962451,15/10/2008,02:15:00,0.296,0.0,241.91,1.2,0.0
183575,23/4/2007,04:59:00,0.534,0.324,241.15,2.8,1.0
354678,20/8/2007,00:42:00,0.296,0.244,240.33,1.6,0.0
1662516,13/2/2010,06:00:00,0.258,0.052,246.52,1.0,0.0
17427,28/12/2006,19:51:00,3.97,0.36,233.66,17.2,0.0
112169,4/3/2007,14:53:00,0.422,0.158,242.17,2.0,0.0
822742,10/7/2008,01:46:00,0.234,0.144,240.3,1.0,0.0
1461555,26/9/2009,16:39:00,1.368,0.21,240.92,5.6,18.0
1125423,5/2/2009,06:27:00,0.314,0.052,244.69,1.4,0.0
1391852,9/8/2009,06:56:00,0.314,0.274,244.9,1.6,2.0
70281,3/2/2007,12:45:00,1.506,0.0,239.85,6.2,18.0
217921,17/5/2007,01:25:00,0.406,0.186,237.76,2.0,0.0
607460,11/2/2008,13:44:00,0.238,0.0,241.14,1.0,0.0
1297194,4/6/2009,13:18:00,0.24,0.108,239.11,1.0,1.0
527996,18/12/2007,09:20:00,1.364,0.046,240.61,5.6,18.0
1518684,5/11/2009,08:48:00,1.684,0.086,239.42,7.0,18.0
141985,25/3/2007,07:49:00,2.356,0.068,239.25,9.8,0.0
689860,8/4/2008,19:04:00,1.412,0.086,240.33,5.8,19.0
1858625,29/6/2010,10:29:00,1.978,0.12,237.78,8.4,18.0
810551,1/7/2008,14:35:00,0.478,0.216,238.37,2.4,1.0
1868747,6/7/2010,11:11:00,0.16,0.0,239.82,0.8,1.0
419168,3/10/2007,19:32:00,1.77,0.0,235.31,7.6,0.0
972089,21/10/2008,18:53:00,3.86,0.0,233.74,16.4,37.0
836977,19/7/2008,23:01:00,0.86,0.062,239.08,3.6,0.0
1289540,30/5/2009,05:44:00,0.378,0.056,244.93,1.8,1.0
1854060,26/6/2010,06:24:00,0.16,0.0,244.37,0.6,1.0
1944750,28/8/2010,05:54:00,0.352,0.234,243.14,1.6,2.0
1644867,31/1/2010,23:51:00,0.72,0.0,247.08,2.8,1.0
107786,1/3/2007,13:50:00,0.306,0.118,242.67,1.4,1.0
1198571,28/3/2009,01:35:00,0.266,0.0,243.19,1.2,0.0
1191062,22/3/2009,20:26:00,1.606,0.0,240.8,6.6,18.0
106132,28/2/2007,10:16:00,0.298,0.112,241.11,1.2,2.0
1809505,26/5/2010,07:49:00,1.968,0.272,237.18,8.4,20.0
1244442,28/4/2009,22:06:00,2.03,0.06,243.24,8.4,18.0
1024638,27/11/2008,06:42:00,1.352,0.0,244.23,5.4,18.0
237079,30/5/2007,08:43:00,1.46,0.282,232.2,6.4,17.0
1408385,20/8/2009,18:29:00,1.242,0.0,239.25,5.2,19.0
1025590,27/11/2008,22:34:00,0.304,0.0,245.17,1.4,0.0
1131898,9/2/2009,18:22:00,1.338,0.098,241.13,5.4,0.0
220635,18/5/2007,22:39:00,1.662,0.124,234.53,7.0,17.0
692543,10/4/2008,15:47:00,0.348,0.12,243.26,1.4,1.0
1442359,13/9/2009,08:43:00,0.232,0.12,239.44,1.0,1.0
1922921,13/8/2010,02:05:00,0.156,0.0,240.89,0.6,1.0
504184,1/12/2007,20:28:00,3.466,0.552,239.25,14.6,18.0
2051355,10/11/2010,06:39:00,0.328,0.074,240.13,1.4,2.0
247052,6/6/2007,06:56:00,2.586,0.05,230.68,11.2,17.0
228776,24/5/2007,14:20:00,0.304,0.078,235.02,1.2,1.0
1071130,29/12/2008,13:34:00,0.286,0.068,244.87,1.2,0.0
816783,5/7/2008,22:27:00,1.598,0.052,239.84,6.6,19.0
751588,21/5/2008,15:52:00,0.332,0.144,242.24,1.4,3.0
429512,10/10/2007,23:56:00,0.36,0.092,243.7,1.4,0.0
1045941,12/12/2008,01:45:00,0.242,0.058,243.54,1.0,0.0
1578462,16/12/2009,21:06:00,1.79,0.254,244.13,7.4,20.0
1967600,13/9/2010,02:44:00,1.376,0.208,241.06,5.6,19.0
305971,17/7/2007,04:55:00,0.22,0.1,234.74,1.0,0.0
1343780,6/7/2009,21:44:00,1.32,0.214,242.49,5.4,2.0
1216017,9/4/2009,04:21:00,0.352,0.112,242.45,1.4,0.0
724551,2/5/2008,21:15:00,2.07,0.18,238.94,9.8,22.0
314798,23/7/2007,08:02:00,0.208,0.062,233.9,1.0,0.0
947619,4/10/2008,19:03:00,2.148,0.212,239.64,9.0,11.0
605434,10/2/2008,03:58:00,0.228,0.046,245.79,1.0,0.0
575318,20/1/2008,06:02:00,0.344,0.114,244.03,1.4,0.0
2001419,6/10/2010,14:23:00,0.97,0.302,241.21,4.2,12.0
309750,19/7/2007,19:54:00,0.798,0.084,234.57,4.0,8.0
1326314,24/6/2009,18:38:00,3.624,0.142,238.4,15.2,56.0
524070,15/12/2007,15:54:00,1.39,0.05,243.77,5.6,18.0
905699,5/9/2008,16:23:00,0.142,0.0,238.44,0.6,0.0
2065365,20/11/2010,00:09:00,0.394,0.23,246.56,1.8,1.0
1918389,9/8/2010,22:33:00,0.268,0.122,242.34,1.2,1.0
520429,13/12/2007,03:13:00,0.226,0.0,245.18,1.0,0.0
1061534,22/12/2008,21:38:00,1.626,0.338,239.22,6.8,0.0
334148,5/8/2007,18:32:00,0.27,0.222,236.26,1.4,0.0
423695,6/10/2007,22:59:00,1.606,0.262,237.15,6.8,2.0
703429,18/4/2008,05:13:00,1.326,0.0,238.85,5.4,18.0
2017913,18/10/2010,01:17:00,0.414,0.21,241.14,1.8,2.0
876579,16/8/2008,11:03:00,0.178,0.154,241.52,0.8,1.0
219766,18/5/2007,08:10:00,1.28,0.062,233.99,5.4,16.0
1498825,22/10/2009,13:49:00,1.48,0.198,242.52,6.0,18.0
321998,28/7/2007,08:02:00,0.182,0.0,237.55,0.8,0.0
2035103,29/10/2010,23:47:00,0.732,0.156,245.71,3.2,1.0
497228,27/11/2007,00:32:00,1.336,0.052,245.1,5.4,18.0
259436,14/6/2007,21:20:00,2.698,0.204,237.27,12.0,32.0
373756,2/9/2007,06:40:00,0.268,0.208,241.81,1.4,0.0
189321,27/4/2007,04:45:00,0.2,0.092,235.0,1.0,0.0
997483,8/11/2008,10:07:00,1.176,0.058,238.78,5.2,14.0
1114553,28/1/2009,17:17:00,4.084,0.0,239.4,17.0,34.0
1976908,19/9/2010,13:52:00,0.534,0.272,244.05,2.4,2.0
355528,20/8/2007,14:52:00,1.388,0.126,241.72,5.8,19.0
1172778,10/3/2009,03:42:00,0.28,0.0,243.75,1.2,1.0
303452,15/7/2007,10:56:00,0.44,0.234,238.56,2.2,1.0
1220262,12/4/2009,03:06:00,1.5,0.218,240.71,6.2,19.0
1541517,21/11/2009,05:21:00,0.23,0.0,244.79,0.8,1.0
158655,5/4/2007,21:39:00,4.682,0.228,234.72,19.8,54.0
1739253,7/4/2010,12:57:00,1.366,0.074,240.89,5.6,19.0
756545,25/5/2008,02:29:00,0.638,0.232,241.55,2.8,1.0
1417922,27/8/2009,09:26:00,0.226,0.132,239.83,1.0,2.0
900375,1/9/2008,23:39:00,0.562,0.146,241.97,2.4,0.0
1153801,24/2/2009,23:25:00,0.336,0.12,244.44,1.4,1.0
